Participant,l_fit,beta,tau,NLL,AIC
44r44zmrtvl59ml3llcql4w4,19.936448738774732,1.8732263063522474,0.06915101723419853,958.5232853833056,1923.0465707666112
sstr63rwvsmz36hmqs6hzzvs,11.620338231319359,0.12098846056009493,0.06904042611570302,817.2142671149243,1640.4285342298485
4qrwq53mslq4cr4vsrt6946c,4.55739578016857,0.010329485891805752,0.038375286173916376,508.00914223740676,1022.0182844748135
43rzq63t93hsl5ccc9369s5z,14.209738694449356,0.006737946999085467,0.07118889229695041,955.3298411555656,1916.6596823111313
6mtzhvrqrcs3rq3vhhrr5c43,14.929547624783385,0.7940514114178996,0.06847601534100749,923.9745837368944,1853.9491674737887
tstr6t4hc5s3z6r4vmhz366q,0.8074870389691119,0.14061669087689033,0.04115521079250466,482.9355908980271,971.8711817960542
5ctz9lwc6rt9c64rztwr6rzm,12.714865386838968,0.5663145195831689,0.06595024851677597,980.9797859649935,1967.959571929987
4zr94h9h9369rmm6h6lq349v,0.777496568771232,0.07160899234454121,0.03566878295514364,460.9957709480512,927.9915418961024
4wrzqq5v5hthcvw6q933l4lm,17.27021747161011,0.006737946999085467,0.06175300945597899,988.5776276692562,1983.1552553385125
w6t369hrcqztq4994tvhmmzr,0.9607981014239126,0.04861500304547982,0.04219005076563818,564.0780034945602,1134.1560069891204
4qrs4qcwwtz9qchr33lqz43h,19.178821001406302,1.6788085596734263,0.0601322202348188,922.6712574190063,1851.3425148380127
4rrm4tcchtl49z3w3z63h4v6,1.0201764681032393,0.12852493634853523,0.04382751169179101,646.8663946751022,1299.7327893502045
46r64hhtvsz9rmrscrcqz4vv,1.7719377076650273,0.16961751495776528,0.056511147634765516,573.3902690873156,1152.7805381746311
mvtr3v5q95zl6qlv4ws93tcs,20.94964627939039,2.305514306357508,0.06569700825322919,901.7276345230092,1809.4552690460184
4ztz9cwlhttm9qqh4tmvwc5h,23.012601958069272,1.539314804080383,0.06126838452125089,878.4265214207267,1762.8530428414533
lzrhwclcm4mlvc9lmvlwswht,15.788596886481129,0.7282923906754287,0.07217861674597567,950.835236694629,1907.670473389258
4tr9q9qmszw33vhmv33t54w4,27.35908646211184,1.8890988549432017,0.06226393367532511,972.4045285425584,1950.8090570851168
qht6z65mss65t4rmq9llszth,22.204289730385216,0.5666109675200242,0.0652390916351667,715.5666426679901,1437.1332853359802
44r54szvvth99l4mt4qqt4qw,0.433285179240267,0.37564142363137,0.09206751899293983,867.1016264461238,1740.2032528922475
4sr34wwcvzvr33l9t4vq64l4,11.646962447430262,0.6548562120629182,0.06646499968489827,839.5072861878073,1685.0145723756145
4wr6365m5ztv35vswq3436ws,18.24382264922498,1.6342556918597377,0.06428044461583884,905.6957430262945,1817.391486052589
4wrz49rt3wv4qvm36r5q649z,2.3549908922775,0.10565167693489891,0.056997530765516974,789.8017878651752,1585.6035757303505
6vrm99wzvh35rzsrvwwtrczt,5.894431960620102,0.2553831752501999,0.05602145107692759,700.1647190773928,1406.3294381547855
vqtlrhrrsr53m4m45mrmr9m9,22.66866848304624,0.8697274141165343,0.05036735781526151,834.7536312974181,1675.5072625948362
4trzqwcv6649tczrrlq3l466,15.827005333618715,0.9284628184552541,0.058097873164078134,880.1770963249552,1766.3541926499104
49r64m9sqmlc9t5wq69tq463,12.464807090155462,0.8016245571207057,0.0697916510566717,921.9895747345058,1849.9791494690116
9wtlzmtvw495v6cc6c5r4s44,9.839925419742777,0.08489827119536436,0.0491590966601612,720.8551176451411,1447.7102352902823
qzr5q3z6vsvwl5m9z34zz3hw,13.325621980124781,0.1257276939519938,0.056659991891070655,780.2766853971664,1566.5533707943327
4zrzqhwwszcmlvz4s6lwz4c5,10.513286857371911,0.006737946999085467,0.03610387893656922,617.2719522056881,1240.5439044113762
