Participant,l_fit,beta,tau,NLL,AIC
44r44zmrtvl59ml3llcql4w4,19.677904688027862,1.7229177146689536,0.06896456978072285,962.0214674925145,1930.042934985029
sstr63rwvsmz36hmqs6hzzvs,11.621108880930322,0.1421580853278308,0.06903843004447416,817.1202164605594,1640.2404329211188
4qrwq53mslq4cr4vsrt6946c,8.801683072208597,0.006737946999085467,0.05654084981086873,602.8666450686419,1211.7332901372838
43rzq63t93hsl5ccc9369s5z,14.20703300331369,0.006737946999085467,0.07118838787439516,955.113497618006,1916.226995236012
6mtzhvrqrcs3rq3vhhrr5c43,14.786371897054881,0.8176824701476759,0.06760281586608456,939.2569368838911,1884.5138737677821
tstr6t4hc5s3z6r4vmhz366q,0.81627240258446,0.16304744674547178,0.04133135969626143,483.19088885422815,972.3817777084563
5ctz9lwc6rt9c64rztwr6rzm,12.610516205336305,0.5748627067913247,0.06586605159905606,980.776510910005,1967.55302182001
4zr94h9h9369rmm6h6lq349v,0.7880019770438889,0.08314447958741938,0.03573120146561834,453.9651133810432,913.9302267620864
4wrzqq5v5hthcvw6q933l4lm,17.265049031739164,0.006737946999085467,0.061751589950193274,988.5838465379786,1983.1676930759572
w6t369hrcqztq4994tvhmmzr,0.9723099210358546,0.05444392939449133,0.042211379766045734,563.5707340043753,1133.1414680087505
4qrs4qcwwtz9qchr33lqz43h,19.041499867084056,1.5830507501570532,0.05987801247536895,925.5342330609196,1857.0684661218393
4rrm4tcchtl49z3w3z63h4v6,1.0258759608477657,0.14951785947713425,0.043937635957773814,646.5194118158042,1299.0388236316085
46r64hhtvsz9rmrscrcqz4vv,1.7971495351077054,0.19526238002684512,0.0567820435817568,574.3687055043691,1154.7374110087383
mvtr3v5q95zl6qlv4ws93tcs,20.429386680967315,2.105157187444583,0.06629238710796273,902.7974036429991,1811.5948072859983
4ztz9cwlhttm9qqh4tmvwc5h,23.04665590314894,1.449403701670454,0.06075667266582417,880.4763261011356,1766.952652202271
lzrhwclcm4mlvc9lmvlwswht,15.694518918801256,0.727787676068729,0.07205762023871597,951.0956124297082,1908.1912248594165
4tr9q9qmszw33vhmv33t54w4,26.821627684853,1.7459119977795081,0.06228827166850636,976.6118627375134,1959.2237254750269
qht6z65mss65t4rmq9llszth,20.447345399295592,0.5669092765606157,0.06503641191662553,702.2210147169541,1410.4420294339081
44r54szvvth99l4mt4qqt4qw,0.4330656825282688,0.44746722251840954,0.09370366362630372,874.0509490054403,1754.1018980108806
4sr34wwcvzvr33l9t4vq64l4,11.61139054739224,0.687309063406187,0.06632834823021955,839.1854419081109,1684.3708838162217
4wr6365m5ztv35vswq3436ws,18.09256969678095,1.5764626001567486,0.06393299639079265,907.7545759660228,1821.5091519320456
4wrz49rt3wv4qvm36r5q649z,2.362951708803426,0.1218456139875532,0.05701415622934305,789.868884601265,1585.73776920253
6vrm99wzvh35rzsrvwwtrczt,5.8854784434810625,0.2938166376357042,0.05607368005213588,699.8360092384687,1405.6720184769374
vqtlrhrrsr53m4m45mrmr9m9,22.622778523472906,0.8434616780704918,0.05009842785225378,836.5440211999296,1679.0880423998592
4trzqwcv6649tczrrlq3l466,15.643474050258412,0.9276636946109007,0.05792812531360561,880.4134338092459,1766.8268676184919
49r64m9sqmlc9t5wq69tq463,12.766203465789145,0.8362148763892597,0.0696613423227297,936.7411860996381,1879.4823721992761
9wtlzmtvw495v6cc6c5r4s44,0.812791753540441,0.10151150970371382,0.040702177205737364,677.9003016507273,1361.8006033014547
qzr5q3z6vsvwl5m9z34zz3hw,13.328703411617614,0.16351200353258086,0.056684939614223384,780.0949828705536,1566.1899657411072
4zrzqhwwszcmlvz4s6lwz4c5,10.446447656909795,0.006737946999085467,0.035659490652670614,589.0799608072524,1184.1599216145048
vhtq5zchhvrm3664zr3hc65m,5.849118156656626,0.387305176323114,0.05807845140439477,758.8414325430438,1523.6828650860875
45r94sc4rsvlt3hhqs4q345m,0.727891005696223,0.05397616209389207,0.014910903848467619,213.20234663673452,432.40469327346904
4crr4qcqz5vrls4vrqwqh4ms,16.4784714094583,0.7720439240401689,0.06866805016152214,927.4034519451106,1860.8069038902213
4wr3qqvq3w95wcc9t9wlw4c6,22.23920419577209,1.6022675965558588,0.05253006465015087,841.1793042357294,1688.3586084714589
clt4966zmmz654t3l93l4sw9,2.053671808329454,0.08559971928469408,0.059069916501135133,757.620845155372,1521.241690310744
99tqcvrwlszs949zhlrcmvmr,1.9167109215093765,0.19273399196157637,0.04796301166016141,671.1721502227758,1348.3443004455517
4rr9qh39lwrvlvwm654r54w9,1.075469774337206,0.18972605695514147,0.04916606739710466,611.3837336108626,1228.7674672217252
cct6cllh9wtqm6t54r6cw3qr,0.6738338600221419,0.14421776845718648,0.04667376708310926,605.6789723042704,1217.3579446085407
t5tt6vltm3939qtmv3qmvw49,0.6050178553717998,0.085621607446088,0.02919649402998075,366.16457552563986,738.3291510512797
33tm3r9vwlrzs4mzrrvhcqsz,21.905958829221248,1.6419742454009234,0.07071334194011389,963.3358761969556,1932.6717523939112
4crcq3h3zslclv6qwmz6s453,11.775876186620966,0.006737946999085467,0.05172385560970832,682.2409966069017,1370.4819932138034
4crrtql9ctwwz5cwzvs3c5ql,6.786232014389275,0.08829295165919579,0.06851922466056698,836.6126232276301,1679.2252464552603
64rqchzrzww3m5hs495l3qzs,21.57477363414734,1.8727523849932113,0.04751433237685454,797.3408850705673,1600.6817701411346
4hr44lch6vl5hmm9vm5ql4c3,12.850822662960358,1.0952273625974611,0.06260433208509533,895.7370982807387,1797.4741965614774
z3t64h494tq9r4mz3vl434v6,8.810600384277318,0.9723991762403825,0.06999527709616657,889.0909195174096,1784.1818390348192
4qr34shqmq5m43m6wh9qs45c,17.085784730833794,0.9166415376554282,0.06564775957645413,960.5011151534342,1927.0022303068683
4vrt4t9z9htr9lrhtmvq544c,16.627691006674812,1.020546662422075,0.06723140038323569,888.762621049386,1783.525242098772
69thlzq3366qhql653rwrzqs,13.39539533955968,1.3079934648080678,0.061109174742711464,899.5421395433415,1805.084279086683
hrthcltvhqlcm6mvc4w63tq9,23.14494116315344,1.0962524915002967,0.04977537686247732,839.4213309543455,1684.842661908691
46r34h9tqw9vrshhw96qc4zr,3.41316763230314,0.09292330020533987,0.04498878352894856,664.7088367650838,1335.4176735301676
66tmzww45vw9c4h39c4r6rq6,8.280454786676522,0.006737946999085467,0.06255297926962773,856.4795963126372,1718.9591926252745
4crs4vmc4h55qvqmls4qh453,15.559987266790351,0.006737946999085467,0.04766016787294074,707.1308719864023,1420.2617439728047
cvt4th9vcshr6q559w46z46l,10.236152452050833,1.0393955886024608,0.06493854144972352,920.0545182994549,1846.1090365989098
qsrrv9r399hl655wqmshwc4v,11.49352694260131,1.2182394733174937,0.06760918739049467,880.5975183948747,1767.1950367897493
hqt4zv39rr49qhvz6lqwtmqh,2.1568017535023682,0.18825553065350717,0.06203503137761257,679.1427695160613,1364.2855390321226
cqtr9mqwmqrqqhr45z6qtqw4,12.00912593400898,1.1651760744578161,0.0629043628043715,839.2585782702868,1684.5171565405735
twtv6434qrh3z6ql5m4h336z,3.4145812238633253,0.006737946999085467,0.06299357501552588,815.5179577807012,1637.0359155614024
3ht5m4wcczzcl6z96zwr3tc9,16.019101759980007,1.0817310898065537,0.07248669802283918,984.9722886266059,1975.9445772532117
4wrt49z64cvts3c339cq34hm,12.249167807300964,0.44609584434941363,0.06477269516005145,900.3622400787431,1806.7244801574861
4rr4qr63tqww5vrsqtrwv46s,17.98113681131459,0.2664326933237745,0.06114564429942103,866.7443257109427,1739.4886514218854
4lr5qc94z3lrhc9z6rl3s4mr,22.839906709875002,1.7757584946697675,0.05169374433900918,819.0498896874685,1644.099779374937
99tm56rwzr5lqh6z6mscq9h9,0.7212185368524013,0.09526542819264017,0.03590752367874016,496.6521557168223,999.3043114336446
43rc55sq9l34z5vlrvrwttm4,14.854444145808632,1.1705769947481404,0.05894788410779965,879.8018403372552,1765.6036806745103
wwt4t66hszzzc6qmz3zwv9rm,2.444810230029904,0.006737946999085467,0.045940776816000846,548.2564073035082,1102.5128146070165
h5tzm4r4mwm5rq33q4tvlzzm,16.333941041008245,1.0406286119778279,0.055744004332280134,889.2442643425254,1784.4885286850508
4crr4rvsz6rtr39v3s6qv4sh,24.89631423095531,1.4202149900334846,0.05609773900596912,856.8785719575922,1719.7571439151843
4cr35cv3hm453593w345v9vl,2.1064052610602824,0.08187311560685026,0.04340507697904209,620.748722338732,1247.497444677464
4trz4wrwrvz5rml3mc4qs4z5,9.525956131813677,0.021275392000039264,0.04451251622768029,642.5605790981646,1291.1211581963291
4mr6q4wzhltzrch3tr5w64h4,4.103440876113472,0.06125221736467788,0.05716581503623713,761.9117276211566,1529.8234552423132
4zr445z6zvcssmt9qmzq64mr,0.5151281582904059,0.5045147497194014,0.09734782549182625,820.6288241231055,1647.257648246211
t3t65tm94r4tz4sqqc4rs65m,8.347271242041181,0.2634467620307257,0.06488649585018863,909.8343526218634,1825.668705243727
45rc4sz355c3clzl9srqz46t,10.118423649392488,0.30323568838524717,0.06292937432009686,840.006389079506,1686.012778159012
54tzz44zm4q5hqwcvtqrttvt,0.2929753361038261,0.4408158463365207,0.08892048157962033,863.5216953292439,1733.0433906584879
s5tw9zrwsrcw36s3hqwrtctl,10.209919159530017,0.006737946999085467,0.04728257985580457,713.4862537775113,1432.9725075550225
rrtss5zs9vmt64hs4vc336hm,13.644810598646764,0.3104464680278418,0.0858083760773285,977.6605247909869,1961.3210495819737
4lr4463vlcz96l5wwt3qq44l,10.754762118261109,0.6526296708230475,0.06685316155061957,816.1769030602635,1638.353806120527
sctczct35sslc4sr9hll3vcs,11.623743127897917,0.5995386711529225,0.06822628557311963,943.3289216317144,1892.6578432634287
45r54qzzhltztvhwrhmq646m,17.357532897473813,1.5043719008009724,0.06537276786303636,933.1591028525489,1872.3182057050979
h4r43mwzz964cc63599z6clq,16.19685068061726,0.8347320887597548,0.061440362227917544,938.3365564523883,1882.6731129047766
q4r34cr6mq3zmcmqmmt5rqmc,0.8513369654861982,0.14058375968000045,0.04504009083306164,639.3505686414902,1284.7011372829804
sqt9h63wz6c6w6s545thmml5,20.60587464673239,1.0176054833104167,0.061620962313762156,862.6866719086398,1731.3733438172796
q5trh6qlcv3sh4w6whvws9lt,1.5605042466281942,0.22857053858374926,0.056796604954875346,747.4859916441457,1500.9719832882913
h6rq4lm53rhrq5m39mhm4rt5,0.746858991816159,0.09319792935983473,0.03283614598699982,467.6100952355753,941.2201904711505
rttlzthh5vlsqh5r3hqmzlmw,6.496931029886352,0.03221298443984458,0.062431073729396075,806.89032931291,1619.78065862582
56ts943rqw34c6m3hl3zh4lh,16.022702299166713,0.006737946999085467,0.055889742084733775,804.057378114398,1614.114756228796
6ztt3vwh555rqqwt9vstqsmz,22.525223866667602,1.5231844654377564,0.0612212386676905,877.7854737140223,1761.5709474280445
3vtqhqwww6vqhqz4c4zm46lw,1.36750279113014,0.026445757063260814,0.041419301974012376,497.94147433631,1001.88294867262
sttm39wmrr9wqqqlvz6srv66,5.078037521056859,0.006737946999085467,0.05029519276296063,746.704657267809,1499.409314535618
m4r649cthqzchz3rmc6zczqz,0.8445240586072675,0.11966195647134595,0.03750301376028142,455.0879805098453,916.1759610196906
z9t4qqr64trmqhr4lwczt4ms,0.6583898066335534,0.1822559860899899,0.045420475319879604,619.6042293779237,1245.2084587558475
qzrmqwl9l5wrv565vt3zc9rl,18.564423997679505,1.0896085911034832,0.05842824901110043,907.3393167014024,1820.6786334028047
shtc6vsrvtc4z6lslcl3lc3c,20.852049080822653,1.2985545299690393,0.06728039061898682,961.1834781604629,1928.3669563209257
vstz4lt9thtss6h9cz346z4z,17.53559730534257,1.0554164963558121,0.0674950431469907,880.5001210453527,1767.0002420907053
4mrt46q9stlw6cs6vt3qv44t,0.6602712895635598,0.09232584838993267,0.03255781755658497,358.65030062020287,723.3006012404057
4hrz496cqvc6rlqzr6hq94rz,16.427678881240094,0.21341948515376452,0.061934847208450786,825.7224280970854,1657.4448561941708
44rh44tmsm4r53rz6mhq6434,13.287555179145006,0.006737946999085467,0.05740447799996711,694.7388264182869,1395.4776528365737
9cr3qc53hwscw5r4wcwqcwqh,10.36291037142178,0.8589296222391203,0.05791284471790925,763.7853998926873,1533.5707997853747
4qr6qmlszmhc9t5wqqh64463,23.844350352762405,2.304897931601231,0.057860017125860835,913.0303410168044,1832.0606820336088
4mrh4rmqslm99wq5r95t44vm,15.213615960543866,1.2054871009953003,0.083978106639432,946.3447981038643,1898.6895962077285
9zr5w4r3rmwrc5s3vshz4q5z,7.6734850878757666,0.6749138193463154,0.0648325034642716,751.4985877893165,1508.997175578633
m3tqh6zvvch66qchwsz5cmmt,15.381855177439448,0.7377004650211723,0.05606085417794825,856.4794160749789,1718.9588321499577
l5t53qmrsc3lm65s54q6q66q,9.671477300581099,0.3562275474229224,0.07800536116119247,937.2382954827319,1880.4765909654639
t9rh99vlhqlhhzmv4q5msqlh,0.9754709118498784,0.09162366215970652,0.03297160143268049,535.7170959550361,1077.4341919100723
vctr4q4t939tz6lczmw6zwv9,0.9425713319209985,0.2677425358614678,0.06202054212638712,752.3488174248034,1510.6976348496069
trtr6v9z9qwtm6r5q9scch34,22.896190257865165,1.7797275519766984,0.06900295320433027,994.2853040914857,1994.5706081829715
q3t9mwv36z5vc6m6vrml99tq,8.879264469673569,0.424260295268362,0.06652611645511039,895.840190944659,1797.680381889318
cctt45lhtvh6w6whh3twwlml,14.25185591289669,0.7428269681337261,0.06658797600530841,870.3427199135333,1746.6854398270666
v6tcmmm5lzw456mrc4qq4q5v,0.8258591071072684,0.10328349289078229,0.03429732849859615,502.10976276752837,1010.2195255350567
rrt6wq964hstm64qthlr4h64,1.5162628369949263,0.11487759867989651,0.0560807301750387,679.8234578733816,1365.6469157467632
3rtl9lqrw6zh56mmz6q3qzhh,20.926996552177055,1.5601277494778139,0.055147345691786635,805.3129108814634,1616.6258217629268
w9t4swlzv46lm6chvhqcc9ql,14.030008224951477,1.9416144298148006,0.05603853782031787,871.7932486171778,1749.5864972343556
hmt54tvh49mwz6vrmvw54cr4,13.081079386439974,0.006737946999085467,0.06321896798887491,961.216608742074,1928.433217484148
sstrt499c99rz635qmcz3qqq,8.502665384311321,0.006737946999085467,0.05593857021296901,744.2457263711302,1494.4914527422604
5ht656h9ml4qc6m4mq349vzq,1.3331300258595289,0.1470035144899275,0.0388208171714342,515.8556703438044,1037.7113406876088
4rr963tt39htv5v646r66q4l,10.84634866588196,0.47655923653818816,0.07076749674177024,829.9028901959493,1665.8057803918987
43rz4qv6sc3wh3ttrhcq54m4,9.752079834782112,0.006737946999085467,0.07585190132330619,919.1498541608902,1844.2997083217804
4lrl44rr5m5tvl5hhm4qm46r,19.441831324111295,0.8094383261699567,0.06582337324961221,920.6432574671283,1847.2865149342565
vttz6rqsv5v6rqqsvzhzst4w,12.964468863211032,0.9894167781888875,0.0726229893105942,957.0209631771775,1920.041926354355
wltc4vmhzvqth4zlsm5c9ccw,9.611845188005859,0.08687230120138867,0.05539784204826642,669.9957499145058,1345.9914998290117
c6tms9v56h9wqhhm4hw5993c,3.5777402708208217,0.07509506078162514,0.04478230727260111,614.1928494048237,1234.3856988096475
mzthz6rzm53zwqlcvhhl9m6h,12.257684805943722,0.07201143415617761,0.06734785901419557,862.0870859911897,1730.1741719823794
49rw4z6s34zttv44zcsqz4sm,21.853404487089254,1.8604399787776429,0.054839937757741854,838.6024754558211,1683.2049509116423
45rq4z5wqh4vsl5cl6zqs45c,14.302928369126642,1.2929441447094985,0.062149903541999355,859.2456581475597,1724.4913162951193
